Report_Date,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,SI_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2010-09-28,154219,66066,14585,29034,94447,084691 ,SILVER - COMMODITY EXCHANGE INC. ,21.687999725341797,0.424156556585116,-65413,-0.0007494872825635191,51481,0.014376528783718411,0.0018788315611308623,0.07434501742073873,0.05179431826580383,0.04730731231814089,0.4350847226220148
2010-10-05,156096,63681,15198,30023,92150,084691 ,SILVER - COMMODITY EXCHANGE INC. ,22.714000701904297,0.398005073800738,-62127,0.02130736160914025,48483,-0.019439887432806592,0.026896286413528356,0.03800758123201359,0.04730731231814089,0.018270625841088295,0.4331593688447158
2010-10-12,153970,59615,14263,29899,91403,084691 ,SILVER - COMMODITY EXCHANGE INC. ,23.128999710083008,0.39945443917646295,-61504,0.003991133661336613,45352,-0.020058169331693316,0.007180425714332822,0.06769268253065866,0.018270625841088295,0.02745472077657607,0.4313297595412229
2010-10-19,151104,56278,12981,28601,86751,084691 ,SILVER - COMMODITY EXCHANGE INC. ,23.763999938964844,0.3848342863193562,-58150,0.02178346431122946,43297,-0.013346755861531468,0.051581246965809,0.06669169349831791,0.02745472077657607,0.0025248050032185,0.4294800251303868
2010-10-26,152980,53018,12509,30157,88023,084691 ,SILVER - COMMODITY EXCHANGE INC. ,23.823999404907227,0.3782585958948882,-57866,0.0018795002117746717,40509,-0.01845086827615417,0.023929598916906415,0.05695362217101348,0.0025248050032185,0.04231033213117952,0.42738360159199373
2010-11-02,158633,52625,12834,31152,87200,084691 ,SILVER - COMMODITY EXCHANGE INC. ,24.832000732421875,0.3533186663556763,-56048,0.011883906392992548,39791,-0.004693423976990456,0.015360957144788428,0.01096869796361081,0.04231033213117952,0.16390140040187062,0.42486094639211447
2010-11-09,156418,46004,13421,33976,84461,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.902000427246097,0.32275697170402384,-50485,0.03506836534642855,32583,-0.04543821273001204,0.04697011913506759,0.12129575094657132,0.16390140040187062,-0.12708464055764124,0.42229120599009384
2010-11-16,146693,40243,12139,37001,82655,084691 ,SILVER - COMMODITY EXCHANGE INC. ,25.229000091552734,0.31122139434056156,-45654,0.03088519224130215,28104,-0.02863481185029856,0.040374072340710034,0.1344545836356,-0.12708464055764124,0.09271079683762218,0.42038093365903617
2010-11-23,147685,40307,9881,37420,84273,084691 ,SILVER - COMMODITY EXCHANGE INC. ,27.56800079345703,0.3172495514100958,-46853,-0.008173532479395744,30426,0.015828976161098348,0.016738842825799346,0.046266039690762734,0.09271079683762218,0.022380972675820177,0.41738003052372985
2010-11-30,133139,40818,6784,29791,79561,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.184999465942383,0.3738198424203276,-49770,-0.019751498121000778,34034,0.024430375461285844,0.11285573194820396,0.07579513465820764,0.022380972675820177,0.055455020576830716,0.4152633852402756
2010-12-07,137675,42606,9637,29245,78070,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.74799919128418,0.3546395496640639,-48825,0.007097845109246727,32969,-0.007999158773912978,0.0189815030517635,0.08883486782918286,0.055455020576830716,0.00036982611312175173,0.41264770950813034
2010-12-14,130145,39450,9218,28454,76590,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.75900077819824,0.36986438203542205,-48136,0.005004539676775013,30232,-0.01988015253313964,0.02161951182361677,0.07345689159201117,0.00036982611312175173,-0.012870100389769656,0.4106165266761475
2010-12-21,133135,39180,8885,30852,77909,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.375999450683594,0.3534532617268186,-47057,0.008290752622075378,30295,0.000484075454300972,0.034175853476889693,0.012545511286799127,-0.012870100389769656,0.031352173595739385,0.40842527715098365
2010-12-28,137918,41539,9420,30286,81177,084691 ,SILVER - COMMODITY EXCHANGE INC. ,30.29700088500977,0.3689946199915892,-50891,-0.028797836782213544,32119,0.013700379314229917,0.03439706449673883,0.05679075335073294,0.031352173595739385,-0.026570296783866798,0.4066509894510467
2011-01-04,136931,40483,10448,29598,79349,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.492000579833984,0.3633289759075739,-49751,0.008265781116315492,30035,-0.015110427935439898,0.023093797901732036,0.04091810488700399,-0.026570296783866798,-6.784242087631842e-05,0.40483638608698896
2011-01-11,136331,38570,9301,30787,77537,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.489999771118164,0.3429154044201245,-46750,0.021916147548765436,29269,-0.005594058321344327,0.027703925261253277,0.06392178981011468,-6.784242087631842e-05,-0.01997289611650488,0.40220283400493356
2011-01-18,135675,40010,10357,30663,76031,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.900999069213867,0.3343873226460291,-45368,0.010137092810879404,29653,0.0028166741240070125,0.015277335182859392,0.049556257073083566,-0.01997289611650488,-0.0723157784349947,0.399603819128784
2011-01-25,125229,38699,10473,29818,72964,084691 ,SILVER - COMMODITY EXCHANGE INC. ,26.81100082397461,0.3445368085667058,-43146,0.016377372397272896,28226,-0.010517781463055095,0.03806113910996089,0.029020580818351908,-0.0723157784349947,0.06389165981227718,0.3978053737740612
2011-02-01,125287,37883,7203,31966,76767,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.52400016784668,0.3575869802932467,-44801,-0.01321578867514713,30680,0.01959609994490094,0.05473039463640293,0.0906268021115202,0.06389165981227718,0.061246660016846866,0.3973580240307367
2011-02-08,135797,44915,7852,31150,82267,084691 ,SILVER - COMMODITY EXCHANGE INC. ,30.270999908447266,0.37642215954697084,-51117,-0.050412253466041966,37063,0.05094702562915546,0.055688300695662905,0.14556446263763337,0.061246660016846866,0.01394076463566063,0.3984673502990458
2011-02-15,147113,50718,9781,34051,89098,084691 ,SILVER - COMMODITY EXCHANGE INC. ,30.69300079345703,0.3741817514427685,-55047,-0.028940256412144597,40937,0.02852787616810386,0.07902622026975452,0.1278037653514934,0.01394076463566063,0.0707326609815131,0.39954565421322596
2011-02-22,145070,50937,11714,31935,89728,084691 ,SILVER - COMMODITY EXCHANGE INC. ,32.86399841308594,0.3983800923692011,-57793,-0.018665923473792256,39223,-0.01165090780556443,0.022570543221850523,0.03434901278511117,0.0707326609815131,0.047224988682661895,0.4006909318682582
2011-03-01,135802,49750,11848,31676,88136,084691 ,SILVER - COMMODITY EXCHANGE INC. ,34.41600036621094,0.41575234532628386,-56460,0.00918866753980837,37902,-0.00910594885227821,0.015449203752545654,0.021445501477320692,0.047224988682661895,0.03594257027418024,0.40141298462547376
2011-03-08,133485,50394,11900,30841,86191,084691 ,SILVER - COMMODITY EXCHANGE INC. ,35.65299987792969,0.41465333183503766,-55350,0.008173664599932254,38494,0.004359287786630536,0.023754186889055985,0.011172825633287316,0.03594257027418024,-0.04310994177325167,0.40153236496331357
2011-03-15,134914,47290,12336,31210,84631,084691 ,SILVER - COMMODITY EXCHANGE INC. ,34.11600112915039,0.39596335443319447,-53421,0.014451061917069333,34954,-0.02651983368917856,0.016652135254357266,0.0593700734578875,-0.04310994177325167,0.06316680466561309,0.40106214600843515
2011-03-22,135988,47552,10777,31526,86708,084691 ,SILVER - COMMODITY EXCHANGE INC. ,36.270999908447266,0.4057858046298203,-55182,-0.013052759535704226,36775,0.013497487288198409,0.020239525009726474,0.03121946201717842,0.06316680466561309,0.019464621419875927,0.4010554837290706
2011-03-29,138486,47764,10625,32587,87882,084691 ,SILVER - COMMODITY EXCHANGE INC. ,36.97700119018555,0.399282237915746,-55295,-0.0008309556725593435,37139,0.002676706768244257,0.018552490682250206,0.006234050934251315,0.019464621419875927,0.05944230132589534,0.400879735507217
2011-04-05,143013,48890,12105,33413,89827,084691 ,SILVER - COMMODITY EXCHANGE INC. ,39.17499923706055,0.39446763580933203,-56414,-0.008080239157748798,36785,-0.0025562150686712012,0.022484582927620903,0.042724813509304044,0.05944230132589534,0.022539870768668147,0.4000927698291631
2011-04-12,144670,46305,13583,34794,86073,084691 ,SILVER - COMMODITY EXCHANGE INC. ,40.05799865722656,0.35445496647542685,-51279,0.03590582674302336,32722,-0.028410004684888787,0.04248471460365526,0.06784330750734704,0.022539870768668147,0.09638524615454358,0.3982955574142854
2011-04-19,144981,48325,14559,34043,86735,084691 ,SILVER - COMMODITY EXCHANGE INC. ,43.91899871826172,0.3634407267159145,-52692,-0.00976705605861616,33766,0.00721642358471003,0.011699150507542765,0.047643279689587176,0.09638524615454358,0.025934105334948,0.3970390969329545
2011-04-26,143341,43078,18083,35763,78297,084691 ,SILVER - COMMODITY EXCHANGE INC. ,45.05799865722656,0.2967329654460343,-42534,0.07006435326008235,24995,-0.06049758244183721,0.08905839032088375,0.14340838115792745,0.025934105334948,-0.055084524780717126,0.3940064098436679
2011-05-03,131907,42751,19397,30743,73203,084691 ,SILVER - COMMODITY EXCHANGE INC. ,42.57600021362305,0.3218934552374021,-42460,0.0005162514563174528,23354,-0.011448224862391082,0.09730052142458584,0.02640471133423441,-0.055084524780717126,-0.09620444970958364,0.3915683081051201
2011-05-10,123537,34239,10753,33266,74602,084691 ,SILVER - COMMODITY EXCHANGE INC. ,38.47999954223633,0.33460420764629223,-41336,0.008521155056213847,23486,0.001000705042188815,0.03635925390291838,0.3813122332859175,-0.09620444970958364,-0.1297297463414644,0.38976977890925457
2011-05-17,120227,30936,13501,36082,70099,084691 ,SILVER - COMMODITY EXCHANGE INC. ,33.487998962402344,0.2829397722641337,-34017,0.05924540825825461,17435,-0.048981276864421185,0.06892946949077519,0.13617030852667822,-0.1297297463414644,0.07862516429011301,0.38611705406415553
2011-05-24,121395,31754,14171,33663,68622,084691 ,SILVER - COMMODITY EXCHANGE INC. ,36.12099838256836,0.2879772643024836,-34959,-0.007835178454091011,17583,0.0012310046828083543,0.03808965146404654,0.03240065323897659,0.07862516429011301,0.0604081592133745,0.38341828312163884
2011-05-31,120853,28870,11288,36702,71025,084691 ,SILVER - COMMODITY EXCHANGE INC. ,38.303001403808594,0.2840061893374596,-34323,0.005239095514642284,17582,-8.237571563902962e-06,0.05051658358628756,0.14360774938990986,0.0604081592133745,-0.0329739300313856,0.380714941463822
2011-06-07,121191,28761,11762,37428,70756,084691 ,SILVER - COMMODITY EXCHANGE INC. ,37.040000915527344,0.2750039194329612,-33328,0.008233142743663789,16999,-0.004824042431714562,0.009197293499963026,0.01438689139501024,-0.0329739300313856,-0.04400650723072552,0.3778357060164742
2011-06-14,118846,29261,12674,38561,71785,084691 ,SILVER - COMMODITY EXCHANGE INC. ,35.40999984741211,0.2795550544401999,-33224,0.0008581495325560479,16587,-0.003399592378972036,0.01959291682525873,0.033671157744127815,-0.04400650723072552,0.027195742879707607,0.3753209430573797
2011-06-21,120238,30454,11131,35382,70946,084691 ,SILVER - COMMODITY EXCHANGE INC. ,36.37300109863281,0.29578003626141486,-35564,-0.019689345876175893,19323,0.023021389024451812,0.03778872921525844,0.06579295419021282,0.027195742879707607,-0.07533064624051022,0.3733210842750751
2011-06-28,114330,27439,11441,36894,66060,084691 ,SILVER - COMMODITY EXCHANGE INC. ,33.632999420166016,0.255103647336657,-29166,0.05321113125634159,15998,-0.02765348725028693,0.06214425860092857,0.08551954732510288,-0.07533064624051022,0.05259718245704259,0.3694409706002539
2011-07-05,111251,28131,9296,33548,66999,084691 ,SILVER - COMMODITY EXCHANGE INC. ,35.402000427246094,0.3006804433218578,-33451,-0.03747922679961515,18835,0.024814134522872386,0.042616885635573414,0.07580089240387955,0.05259718245704259,0.00641210065662956,0.36675791390639934
2011-07-12,112795,29967,9464,30712,68202,084691 ,SILVER - COMMODITY EXCHANGE INC. ,35.62900161743164,0.3323728888691875,-37490,-0.036305291637827974,20503,0.01499312365731544,0.04083345128091069,0.05082295655702366,0.00641210065662956,0.128603011864437,0.36480031938335455
2011-07-19,115999,34248,13499,31009,70522,084691 ,SILVER - COMMODITY EXCHANGE INC. ,40.21099853515625,0.34063224682971405,-39513,-0.017935192162773173,20749,0.0021809477370450816,0.025775378948301505,0.174168010555637,0.128603011864437,0.011937116073203802,0.3635035827125946
2011-07-26,119563,37358,13445,29990,72763,084691 ,SILVER - COMMODITY EXCHANGE INC. ,40.69100189208984,0.3577444527153049,-42773,-0.028103690549056457,23913,0.02727609720773455,0.0317265675941335,0.06227978662677401,0.011937116073203802,-0.014991044260085795,0.3627204685658783
2011-08-02,120385,38265,13414,30441,75029,084691 ,SILVER - COMMODITY EXCHANGE INC. ,40.08100128173828,0.37037836939818086,-44588,-0.015180281525221013,24851,0.007845236402566012,0.02576087987105338,0.018150506008243195,-0.014991044260085795,-0.05498870561837188,0.3616590247752524
2011-08-09,115939,32101,13713,36394,71735,084691 ,SILVER - COMMODITY EXCHANGE INC. ,37.87699890136719,0.3048240885293128,-35341,0.076811895169664,18388,-0.05368609045977489,0.08551822360328866,0.14107041515693894,-0.05498870561837188,0.05132403042814615,0.3592979514252081
2011-08-16,116007,32697,10769,34555,75236,084691 ,SILVER - COMMODITY EXCHANGE INC. ,39.82099914550781,0.3506771143120674,-40681,-0.046058703283623284,21928,0.030533297682401952,0.048637866491788945,0.0814429669166705,0.05132403042814615,0.06177642794656424,0.35802036448091373
2011-08-23,122543,38756,11745,34281,81380,084691 ,SILVER - COMMODITY EXCHANGE INC. ,42.28099822998047,0.3843467191108427,-47099,-0.05532424767470928,27011,0.04381632142887929,0.05548975021831041,0.13930417219461,0.06177642794656424,-0.020884072210478277,0.35753691969983026
2011-08-30,112375,36537,9694,31944,77092,084691 ,SILVER - COMMODITY EXCHANGE INC. ,41.39799880981445,0.401761957730812,-45148,0.015920942036672842,26843,-0.0013709473409333867,0.06075974907370043,0.09236226774242391,-0.020884072210478277,0.010145465861093994,0.356534121074288
2011-09-06,113449,37185,9978,30563,77869,084691 ,SILVER - COMMODITY EXCHANGE INC. ,41.81800079345703,0.4169803171469118,-47306,-0.019203559510567295,27207,0.003239154616240267,0.019901873985539324,0.01976125352500901,0.010145465861093994,-0.016619629863629415,0.35603515479725356
2011-09-13,112726,36588,10301,31851,77238,084691 ,SILVER - COMMODITY EXCHANGE INC. ,41.12300109863281,0.402631158738889,-45387,0.01691508959973204,26287,-0.008109370730460383,0.017591141178303953,0.019620806585766384,-0.016619629863629415,-0.025338613161897228,0.355137244302723
2011-09-20,112103,33947,11409,32373,73081,084691 ,SILVER - COMMODITY EXCHANGE INC. ,40.08100128173828,0.3631303354950358,-40708,0.04150772670014016,22538,-0.03325763355392722,0.04437005708650217,0.08265720081135902,-0.025338613161897228,-0.2141663448175568,0.3535639171858014
2011-09-27,102014,25153,9728,38025,62287,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.496999740600582,0.2378301017507401,-24262,0.14670437008822243,15425,-0.06345057670178318,0.1639484807400909,0.3003067572603996,-0.2141663448175568,-0.05403688218953462,0.34998071613129417
2011-10-04,101102,23859,11959,39584,58507,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.795000076293945,0.187167415085755,-18923,0.052335953888681945,11900,-0.03455408081243751,0.05442905057548603,0.09841420514824949,-0.05403688218953462,0.07276386178978633,0.3459261457713906
2011-10-11,99698,23571,11623,37590,58418,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.96299934387207,0.20891091095107223,-20828,-0.01884235722339815,11948,0.00047476805602263063,0.021696108657611866,0.01773029493663693,0.07276386178978633,-0.005068321249718899,0.3422618471516715
2011-10-18,103357,23005,12653,40121,58895,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.801000595092773,0.18164226902870634,-18774,0.020602218700475437,10352,-0.016008345202511584,0.03037892865799467,0.0447585394581861,-0.005068321249718899,0.038772358685657426,0.33835430835762065
2011-10-25,107066,23660,12638,38176,61692,084691 ,SILVER - COMMODITY EXCHANGE INC. ,33.034000396728516,0.21964022191919003,-23516,-0.04587981462310245,11022,0.0064823862921717925,0.04748267713381664,0.0184583172626591,0.038772358685657426,-0.009444822634593786,0.3353039550119341
2011-11-01,108675,24084,11910,39207,62049,084691 ,SILVER - COMMODITY EXCHANGE INC. ,32.72200012207031,0.21018633540372672,-22842,0.006295182410849383,12174,0.010759718304597165,0.013707829659476969,0.032005334222370396,-0.009444822634593786,0.07380358494340555,0.3325514101859351
2011-11-08,111841,24414,11474,41455,66166,084691 ,SILVER - COMMODITY EXCHANGE INC. ,35.137001037597656,0.2209475952468236,-24711,-0.017198067632850242,12940,0.007048539222452266,0.059142732366359724,0.021344181899242087,0.07380358494340555,-0.01960893518738671,0.33059353756175813
2011-11-15,110513,25822,11375,38950,65242,084691 ,SILVER - COMMODITY EXCHANGE INC. ,34.448001861572266,0.23790866232931873,-26292,-0.014136139698321724,14447,0.01347448610080382,0.03291039619164619,0.04051401994784526,-0.01960893518738671,-0.043543889890266585,0.3291836773307727
2011-11-22,108548,23577,10953,40241,61972,084691 ,SILVER - COMMODITY EXCHANGE INC. ,32.948001861572266,0.2001971478055791,-21731,0.04127116266864532,12624,-0.016495796874575842,0.04462250398677272,0.07723718505647263,-0.043543889890266585,-0.033234222375719824,0.32693266956914735
2011-11-29,98959,23816,11722,38884,59572,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.85300064086914,0.20905627583140493,-20688,0.00960865239341121,12094,-0.004882632568080481,0.038159177703745835,0.02836400472733412,-0.033234222375719824,0.025711871021965926,0.32376413944243726
2011-12-06,95684,23211,10581,35493,58012,084691 ,SILVER - COMMODITY EXCHANGE INC. ,32.672000885009766,0.23534760252497805,-22519,-0.018502612192928383,12630,0.005416384563303994,0.05294904015828031,0.05166903409090909,0.025711871021965926,-0.045206940198854184,0.3214700635359164
2011-12-13,98311,25572,11905,35629,55934,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.19499969482422,0.20653843415284148,-20305,0.02313866477153965,13667,0.010837757618828645,0.024180072736804167,0.09832697387731142,-0.045206940198854184,-0.05446383784350928,0.3183291799227899
2011-12-20,101165,24302,16874,40017,54842,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.496000289916992,0.14654277665200416,-14825,0.05574147348719879,7428,-0.06346187100121044,0.0577699532991071,0.15152030308917816,-0.05446383784350928,-0.02708841125995265,0.31435013213288965
2011-12-27,103993,24026,17171,41224,55356,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.69700050354004,0.13589376208014,-14132,0.006850195225621509,6855,-0.005664014234171897,0.017819424311451646,0.013908779765516906,-0.02708841125995265,0.02913197992249228,0.30986742332690026
2012-01-03,107101,26629,16991,41300,57216,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.53300094604492,0.14860738928674802,-15916,-0.017155000817362705,9638,0.02676141663381189,0.01965163019205002,0.06380100871160019,0.02913197992249228,0.008465106558481317,0.3057381620457305
2012-01-10,104345,26208,15137,38959,58021,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.78300094604492,0.18268244764962385,-19062,-0.02937414216487241,11071,0.01337989374515644,0.0324396782841823,0.05502479138952715,0.008465106558481317,0.010845111102430138,0.30265675903091316
2012-01-17,103668,26209,12816,39029,59411,084691 ,SILVER - COMMODITY EXCHANGE INC. ,30.106000900268555,0.1966084037504341,-20382,-0.01265034261344578,13393,0.022253102688197805,0.014831369362047948,0.0595003203074952,0.010845111102430138,0.06061910585987329,0.3000071644367671
2012-01-24,103025,27051,10934,35283,60304,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.930999755859375,0.24286338267410823,-25021,-0.044748620596519656,16117,0.026276189373770114,0.04853170410202224,0.07171251809924971,0.06061910585987329,0.04077548348250759,0.2980519062465249
2012-01-31,101747,28465,9374,33693,62422,084691 ,SILVER - COMMODITY EXCHANGE INC. ,33.233001708984375,0.2823572193774755,-28729,-0.03599126425624848,19091,0.02886677990778937,0.03857878582947511,0.07859615740373689,0.04077548348250759,0.028044388367452378,0.2966051800750677
2012-02-07,106008,32239,8652,31795,66445,084691 ,SILVER - COMMODITY EXCHANGE INC. ,34.165000915527344,0.3268621236133122,-34650,-0.058193361966446186,23587,0.0441880350280598,0.06027076547231271,0.10995084492920203,0.028044388367452378,-0.024557315364302723,0.2956521024609589
2012-02-14,104872,32860,7192,31427,68737,084691 ,SILVER - COMMODITY EXCHANGE INC. ,33.32600021362305,0.3557670302845373,-37310,-0.025092445853143158,25668,0.01963059391744019,0.026556447426220996,0.05195745530809947,-0.024557315364302723,0.032617115131491126,0.29529797320791595
2012-02-21,110583,34819,8154,31735,70923,084691 ,SILVER - COMMODITY EXCHANGE INC. ,34.41299819946289,0.3543763507953302,-39188,-0.01790754443512091,26665,0.00950682737050881,0.024294258606245983,0.06797291322458288,0.032617115131491126,0.07924334794601262,0.2944517474084185
2012-02-28,115866,38012,8009,33802,78395,084691 ,SILVER - COMMODITY EXCHANGE INC. ,37.13999938964844,0.3848670015362574,-44593,-0.0488773138728376,30003,0.03018547154625937,0.08502009857661079,0.07253210490862867,0.07924334794601262,-0.11844368155062823,0.2938577984893795
2012-03-06,111023,30635,7443,36329,72125,084691 ,SILVER - COMMODITY EXCHANGE INC. ,32.74100112915039,0.3224196788052926,-35796,0.07592391210536309,23192,-0.05878342222912675,0.08111272982093791,0.20859814065864804,-0.11844368155062823,0.024525749409549658,0.29208407439265366
2012-03-13,111730,28459,6643,35341,70972,084691 ,SILVER - COMMODITY EXCHANGE INC. ,33.54399871826172,0.3189027118947463,-35631,0.0014861785395818884,21816,-0.012393828305846536,0.020138647202129562,0.08478149393196968,0.024525749409549658,-0.05184231098062875,0.29060213895922193
2012-03-20,111422,28489,7320,37622,69748,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.80500030517578,0.28832726032560896,-32126,0.03137026760941555,21169,-0.00579074554730153,0.03264412778243457,0.019743639867072525,-0.05184231098062875,0.02502755625494002,0.2883433207995255
2012-03-27,109859,26897,8242,38722,68400,084691 ,SILVER - COMMODITY EXCHANGE INC. ,32.60100173950195,0.27014627841141825,-29678,0.021970526466945486,18655,-0.0225628690922798,0.02285244860999608,0.07154443780414924,0.02502755625494002,0.01990731038524096,0.2858599369629039
2012-04-03,116434,29242,9187,39894,71230,084691 ,SILVER - COMMODITY EXCHANGE INC. ,33.25,0.2691310098424859,-31336,-0.015092072565743362,20055,0.012743607715344213,0.036013822396601995,0.0856124281141846,0.01990731038524096,-0.047518794697926414,0.2834496172327722
2012-04-10,114469,28154,9968,42151,68537,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.670000076293945,0.23050782307873746,-26386,0.04251335520552416,18186,-0.016052012298813062,0.04472029488291414,0.049026808666911496,-0.047518794697926414,-0.00015785161839465545,0.2810660183212974
2012-04-17,121448,28051,9644,44523,71020,084691 ,SILVER - COMMODITY EXCHANGE INC. ,31.665000915527344,0.21817568012647387,-26497,-0.0009696948518812953,18407,0.0019306537141060025,0.04201898860164614,0.011327762302692664,-0.00015785161839465545,-0.02921209908936373,0.27827245973303893
2012-04-24,122325,28913,12442,48344,70697,084691 ,SILVER - COMMODITY EXCHANGE INC. ,30.739999771118164,0.18273451870018392,-22353,0.03412159936763059,16471,-0.01594097885514788,0.03481153552137499,0.08850199492201669,-0.02921209908936373,0.004456767684376306,0.27608018191100336
2012-05-01,110862,26855,11271,42450,66193,084691 ,SILVER - COMMODITY EXCHANGE INC. ,30.87700080871582,0.2141671627789504,-23743,-0.011363171878193338,15584,-0.007251175148170856,0.09570796093627754,0.08469286051513403,0.004456767684376306,-0.04738158541640913,0.27400852244064855
2012-05-08,113549,28008,15445,45482,63381,084691 ,SILVER - COMMODITY EXCHANGE INC. ,29.413999557495117,0.15763238777972505,-17899,0.052714185203225634,12563,-0.027250094712345078,0.0536821509603814,0.12259222608335443,-0.04738158541640913,-0.04623644262809479,0.2706052182124453
2012-05-15,114208,27251,15777,45565,61473,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.054000854492188,0.13928971700756515,-15908,0.017534280354736722,11474,-0.0095905732327013,0.018600870718810142,0.025309101050478757,-0.04623644262809479,0.003956657077572645,0.267842717149819
2012-05-22,113647,28018,17221,44547,59769,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.165000915527344,0.1339410631164923,-15222,0.0060065844774446625,10797,-0.005927780891005884,0.026093791939874995,0.04887375936691792,0.003956657077572645,-0.014131038673024565,0.2648804825116268
2012-05-29,113961,26499,17941,45817,60151,084691 ,SILVER - COMMODITY EXCHANGE INC. ,27.767000198364254,0.1257798720614947,-14334,0.007813668640615239,8558,-0.01970135595308279,0.015589611958327042,0.05038253825382538,-0.014131038673024565,0.022436676156356583,0.2618376687178583
2012-06-05,116809,27809,18015,44927,61452,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.38999938964844,0.14147026342148294,-16525,-0.019225875518817843,9794,0.010845815673783137,0.0205961702967691,0.030202513966480448,0.022436676156356583,0.019478739545525592,0.25926971379456065
2012-06-12,122080,26716,17107,46701,64620,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.94300079345703,0.1467807994757536,-17919,-0.011934011934011933,9609,-0.0015837820715869496,0.04439413947054015,0.04566095429340757,0.019478739545525592,-0.020073982165305537,0.25671636273755205
2012-06-19,122508,27767,17665,47447,64401,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.36199951171875,0.13839096222287525,-16954,0.007904652686762778,10102,0.004038335517693316,0.00862778055933052,0.03541556612079592,-0.020073982165305537,-0.04671739928079999,0.2536896497752725
2012-06-26,126164,28362,22140,48591,60602,084691 ,SILVER - COMMODITY EXCHANGE INC. ,27.03700065612793,0.09520148378301259,-12011,0.040348385411564956,6222,-0.03167140105135991,0.04526846959054152,0.1003920636806463,-0.04671739928079999,0.04460551633401333,0.2506146081684716
2012-07-03,122128,28662,18956,45803,63157,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.243000030517575,0.14209681645486702,-17354,-0.042349640150914684,9706,0.02761485051203196,0.049036343612334804,0.07316560964341215,0.04460551633401333,-0.04928655584959629,0.2475649230364141
2012-07-10,124109,28434,19652,48371,62478,084691 ,SILVER - COMMODITY EXCHANGE INC. ,26.85099983215332,0.11366621276458597,-14107,0.02658685968819599,8782,-0.007565832569107821,0.029292100064051096,0.019215572099987522,-0.04928655584959629,0.01642396884652042,0.2433590254190179
2012-07-17,121819,28431,20775,48214,63349,084691 ,SILVER - COMMODITY EXCHANGE INC. ,27.29199981689453,0.12424170285423457,-15135,-0.008283041519954234,7656,-0.009072669991700843,0.009214524528741608,0.022883388204690484,0.01642396884652042,-0.018393628342926904,0.23919766880410484
2012-07-24,123661,30291,22132,47198,62653,084691 ,SILVER - COMMODITY EXCHANGE INC. ,26.790000915527344,0.12497877261222212,-15455,-0.0026268480286326433,8159,0.004129076745006936,0.015584746611318968,0.06136619422772447,-0.018393628342926904,0.04124671535923219,0.23472140572519937
2012-07-31,121809,31394,18358,43698,65060,084691 ,SILVER - COMMODITY EXCHANGE INC. ,27.895000457763672,0.17537291989918644,-21362,-0.04776768746815892,13036,0.039438464835315906,0.05431324592213906,0.09802621000160798,0.04124671535923219,0.0064527801477660685,0.23097130092714183
2012-08-07,124276,31421,17741,44595,66447,084691 ,SILVER - COMMODITY EXCHANGE INC. ,28.075000762939453,0.17583443303614535,-21852,-0.004022691262550386,13680,0.005286965659351936,0.020568793789737215,0.013099548431715553,0.0064527801477660685,-0.011362430470944873,0.22849073062919628
2012-08-14,128993,32317,16730,47797,71199,084691 ,SILVER - COMMODITY EXCHANGE INC. ,27.756000518798828,0.18142069724713744,-23402,-0.012472239209501433,15587,0.015344877530657568,0.0668425829439645,0.0388810732562644,-0.011362430470944873,0.059986992976564624,0.22523579953179376
